Statement_ZH,Statement_EN,Petition_ZH,Petition-EN,Similarity_Score,Number_of_Votes
您是否支持「兩岸政府簽訂和平協議」？兩岸和平協議，指兩岸簽訂協議，正式結束因內戰所造成的敵對狀態。兩岸和 平協議之目的為避免戰爭，維持現狀，進一步在和平的基礎上增強雙方文化與經濟的交流。簽署和平協議，也代表對岸 政府承認內戰結束、雙方互不隸屬的事實。和平協議並非國對國的條約，簽訂和平協議，表示兩岸結束內戰，同為一個 中國，將損及台灣主權。和平協議並不保證永續和平，國共內戰以及西藏、新疆的先例可為借鏡。,"Do you support ""the signing of a peace agreement between the governments on both sides of the Taiwan Strait""? The cross-strait peace agreement refers to the signing of an agreement between the two sides of the Taiwan Strait to formally end the hostilities caused by the civil war. The purpose of the cross-strait peace agreement is to avoid war, maintain the status quo, and further enhance cultural and economic exchanges between the two sides on the basis of peace. The signing of the peace agreement also means that the government on the other side recognizes the fact that the civil war is over and the two sides are not subordinate to each other. The peace agreement is not a state-to-state treaty. The signing of a peace agreement means that the two sides of the strait will end the civil war and that they are one China, which will undermine Taiwan's sovereignty. A peace agreement does not guarantee lasting peace. The civil war between the Kuomintang and the Communist Party, as well as the precedents of Tibet and Xinjiang, can be used as a reference.",提議陸配申請身份證時間 6 改 4 改變，陸配國民歸宿感！兩岸關係條例，大陸台灣均大陸地區台灣地區，雖大陸地區 法統中華民國，但大陸子民台灣子民系一母同胞，提議陸配申請身份時間外配一致,"The time for land mates to apply for identity cards has been changed from 6 to 4, and land mates have a sense of national belonging! Although the Republic of China (ROC) is the legal entity in the mainland, the children of the mainland and the children of Taiwan are the same as each other.",0.432896703,11
您是否支持「兩岸政府簽訂和平協議」？兩岸和平協議，指兩岸簽訂協議，正式結束因內戰所造成的敵對狀態。兩岸和 平協議之目的為避免戰爭，維持現狀，進一步在和平的基礎上增強雙方文化與經濟的交流。簽署和平協議，也代表對岸 政府承認內戰結束、雙方互不隸屬的事實。和平協議並非國對國的條約，簽訂和平協議，表示兩岸結束內戰，同為一個 中國，將損及台灣主權。和平協議並不保證永續和平，國共內戰以及西藏、新疆的先例可為借鏡。,"Do you support ""the signing of a peace agreement between the governments on both sides of the Taiwan Strait""? The cross-strait peace agreement refers to the signing of an agreement between the two sides of the Taiwan Strait to formally end the hostilities caused by the civil war. The purpose of the cross-strait peace agreement is to avoid war, maintain the status quo, and further enhance cultural and economic exchanges between the two sides on the basis of peace. The signing of the peace agreement also means that the government on the other side recognizes the fact that the civil war is over and the two sides are not subordinate to each other. The peace agreement is not a state-to-state treaty. The signing of a peace agreement means that the two sides of the strait will end the civil war and that they are one China, which will undermine Taiwan's sovereignty. A peace agreement does not guarantee lasting peace. The civil war between the Kuomintang and the Communist Party, as well as the precedents of Tibet and Xinjiang, can be used as a reference.",桃園市八德人口直線上升，目前湳、大溪交流道交通量持續成長敷使用，亟欲增建［八德交流道］鑑請桃園市政府積極 擬定可行性評估此計畫多年、多屆立委議員籌畫並列入競選政見服務地方發展提出之建議。 此計畫利用八德擴大都市 計畫區５０米豐德路往西增設寬度３０米、長度４００米聯絡道路，連接至國道３號新增交流道。 桃園市八德區遷入 人口直線上升，目前湳、南桃園大溪交流道交通量持續成長敷使用，亟欲增建［八德交流道］解決八德、大溪、龍潭＆ 中壢移入人口社會住宅人口負荷，提升觀光,"In view of the rising population of Bade in Taoyuan City, the traffic volume on the Nada and Daxi interchanges continues to grow and is insufficient for use, so it is urgent to build an additional [Bade Interchange]. This project will use the 50-meter Fengde Road in the Bade expansion area to add a 30- meter wide and 400-meter long connecting road to the new interchange to National Highway No. 3. The population moving into the Bade area of Taoyuan City has been increasing, and the traffic volume of the Nada and South Taoyuan Daxi interchanges has been growing, so it is urgent to build the Bade interchange to solve the burden o",0.431136906,806
您是否支持「兩岸政府簽訂和平協議」？兩岸和平協議，指兩岸簽訂協議，正式結束因內戰所造成的敵對狀態。兩岸和 平協議之目的為避免戰爭，維持現狀，進一步在和平的基礎上增強雙方文化與經濟的交流。簽署和平協議，也代表對岸 政府承認內戰結束、雙方互不隸屬的事實。和平協議並非國對國的條約，簽訂和平協議，表示兩岸結束內戰，同為一個 中國，將損及台灣主權。和平協議並不保證永續和平，國共內戰以及西藏、新疆的先例可為借鏡。,"Do you support ""the signing of a peace agreement between the governments on both sides of the Taiwan Strait""? The cross-strait peace agreement refers to the signing of an agreement between the two sides of the Taiwan Strait to formally end the hostilities caused by the civil war. The purpose of the cross-strait peace agreement is to avoid war, maintain the status quo, and further enhance cultural and economic exchanges between the two sides on the basis of peace. The signing of the peace agreement also means that the government on the other side recognizes the fact that the civil war is over and the two sides are not subordinate to each other. The peace agreement is not a state-to-state treaty. The signing of a peace agreement means that the two sides of the strait will end the civil war and that they are one China, which will undermine Taiwan's sovereignty. A peace agreement does not guarantee lasting peace. The civil war between the Kuomintang and the Communist Party, as well as the precedents of Tibet and Xinjiang, can be used as a reference.",恢復 2 徵兵制提高國民國防意識提升國防實力增進愛國之心增加國力有效提升國家戰力防護力！中國近日文攻武臺 灣，習近平絕對不放棄武力犯台，短短四個軍事訓練役輕人真的辦法戰場？中華民國目前兵役問題嚴重，募兵制推行多 年仍無法達目標，留任屬少數，整體國防兵源明顯嚴重不足。現行 4 兵役根本無法有效學習，國防一再強調全民國防 根本無法達，愛國之心蕩然無存，軍事法庭廢除改由法院審理，軍令如山打破，中華民國軍嚴何在？沒有國有家，應該 恢復 2 年制兵役，中華健兒軍中磨砥心智、增健體魄，全民國防意識提高、中華健兒人人戰場何須擔心外國施加壓 力？恢復 2 兵役，最少應該將 4 軍事訓練役延長一年,"The restoration of the 2 conscription system to raise national defense awareness to enhance national defense strength to increase patriotism to increase national strength to effectively enhance the country's combat protection power! The R.O.C. has been in the midst of a major political crisis in the United States, and it has been a major problem in the United States. The Republic of China currently has a serious military service problem, the recruitment system has been implemented for many years but still can not achieve the goal, retention is a minority, the overall defense of the military is obviously a serious shortage. The current 4 military service simply cannot be effectively learned, the national defense has repeatedly stressed that the national defense of all people simply can not be achieved, patriotism is gone, the court martial abolished and replaced by the court trial, military orders are broken, the ROC military dignity where? The two-year military service should be reinstated, so that the Chinese children can be trained in the military to strengthen their minds and bodies, and to raise the awareness of national defense. If the two-year military service is to be reinstated, at least the four-year military training service should be extended for one year",0.428777337,417
您是否贊成政府以「九二共識」作為與對岸會談以及交往的前提？「九二共識」指 1992 年海峽兩岸在香港會談後，經 由口頭協商逐漸形成的不成文協議。九二共識的內涵為一個中國，各自表述，是和平處理兩岸關係的基礎。九二共識已 由習近平定調為一個中國，並沒有包括各自表述。,"Do you agree that the government should use the ""1992 Consensus"" as a prerequisite for talks and relations with the other side of the Taiwan Strait? The ""1992 Consensus"" refers to the unwritten agreement that was gradually formed through oral consultations after the cross-strait talks in Hong Kong in 1992. The connotation of the 1992 Consensus is one China, and each expression is the basis for the peaceful handling of cross-strait relations. The 1992 Consensus has been set by Xi Jinping as one China, and does not include their respective expressions.",提議陸配申請身份證時間 6 改 4 改變，陸配國民歸宿感！兩岸關係條例，大陸台灣均大陸地區台灣地區，雖大陸地區 法統中華民國，但大陸子民台灣子民系一母同胞，提議陸配申請身份時間外配一致,"The time for land mates to apply for identity cards has been changed from 6 to 4, and land mates have a sense of national belonging! Although the Republic of China (ROC) is the legal entity in mainland China, the children of mainland China and the children of Taiwan are one and the same, so it is proposed that the application time for land mates be the same as that for foreign mates.",0.583726287,11
您是否贊成政府以「九二共識」作為與對岸會談以及交往的前提？「九二共識」指 1992 年海峽兩岸在香港會談後，經 由口頭協商逐漸形成的不成文協議。九二共識的內涵為一個中國，各自表述，是和平處理兩岸關係的基礎。九二共識已 由習近平定調為一個中國，並沒有包括各自表述。,"Do you agree that the government should use the ""1992 Consensus"" as a prerequisite for talks and relations with the other side of the Taiwan Strait? The ""1992 Consensus"" refers to the unwritten agreement that was gradually formed through oral consultations after the cross-strait talks in Hong Kong in 1992. The connotation of the 1992 Consensus is one China, and each expression is the basis for the peaceful handling of cross-strait relations. The 1992 Consensus has been set by Xi Jinping as one China, and does not include their respective expressions.",恢復 2 徵兵制提高國民國防意識提升國防實力增進愛國之心增加國力有效提升國家戰力防護力！中國近日文攻武臺 灣，習近平絕對不放棄武力犯台，短短四個軍事訓練役輕人真的辦法戰場？中華民國目前兵役問題嚴重，募兵制推行多 年仍無法達目標，留任屬少數，整體國防兵源明顯嚴重不足。現行 4 兵役根本無法有效學習，國防一再強調全民國防 根本無法達，愛國之心蕩然無存，軍事法庭廢除改由法院審理，軍令如山打破，中華民國軍嚴何在？沒有國有家，應該 恢復 2 年制兵役，中華健兒軍中磨砥心智、增健體魄，全民國防意識提高、中華健兒人人戰場何須擔心外國施加壓 力？恢復 2 兵役，最少應該將 4 軍事訓練役延長一年。,"The restoration of the 2 conscription system to raise national defense awareness to enhance national defense strength to increase patriotism to increase national strength to effectively enhance the country's combat protection power! The R.O.C. has been in the midst of a major political crisis in the United States, and it has been a major problem in the United States. The Republic of China currently has a serious military service problem, the recruitment system has been implemented for many years but still can not achieve the goal, retention is a minority, the overall defense of the military is obviously a serious shortage. The current 4 military service simply cannot be effectively learned, the national defense has repeatedly stressed that the national defense of all people simply can not be achieved, patriotism is gone, the court martial abolished and replaced by the court trial, military orders are broken, the ROC military dignity where? The two-year military service should be reinstated, so that the Chinese children can be trained in the military to strengthen their minds and bodies, and to raise the awareness of national defense. If the two-year military service is reinstated, at least the four-year military training service should be extended for one year.",0.533605337,417
您是否贊成政府以「九二共識」作為與對岸會談以及交往的前提？「九二共識」指 1992 年海峽兩岸在香港會談後，經 由口頭協商逐漸形成的不成文協議。九二共識的內涵為一個中國，各自表述，是和平處理兩岸關係的基礎。九二共識已 由習近平定調為一個中國，並沒有包括各自表述。,"Do you agree that the government should use the ""1992 Consensus"" as a prerequisite for talks and relations with the other side of the Taiwan Strait? The ""1992 Consensus"" refers to the unwritten agreement that was gradually formed through oral consultations after the cross-strait talks in Hong Kong in 1992. The connotation of the 1992 Consensus is one China, and each expression is the basis for the peaceful handling of cross-strait relations. The 1992 Consensus has been set by Xi Jinping as one China, and does not include their respective expressions.",桃園市八德人口直線上升，目前湳、大溪交流道交通量持續成長敷使用，亟欲增建［八德交流道］鑑請桃園市政府積極 擬定可行性評估此計畫多年、多屆立委議員籌畫並列入競選政見服務地方發展提出之建議。 此計畫利用八德擴大都市 計畫區５０米豐德路往西增設寬度３０米、長度４００米聯絡道路，連接至國道３號新增交流道。 桃園市八德區遷入 人口直線上升，目前湳、南桃園大溪交流道交通量持續成長敷使用，亟欲增建［八德交流道］解決八德、大溪、龍潭＆ 中壢移入人口社會住宅人口負荷，提升觀光,"In view of the rising population of Bade in Taoyuan City, the traffic volume on the Nada and Daxi interchanges continues to grow and is insufficient for use, so it is urgent to build an additional [Bade Interchange]. This project will use the 50-meter Fengde Road in the Bade expansion area to add a 30- meter wide and 400-meter long connecting road to the new interchange to National Highway No. 3. The population moving into the Bade area of Taoyuan City has been increasing, and the traffic volume of the Nada and South Taoyuan Daxi interchanges has been growing, so it is urgent to build the Bade interchange to solve the burden of the social and residential population of Bade, Daxi, Longtan and Zhongli, and to enhance tourism",0.516855121,806
您是否贊成政府以「九二共識」作為與對岸會談以及交往的前提？「九二共識」指 1992 年海峽兩岸在香港會談後，經 由口頭協商逐漸形成的不成文協議。九二共識的內涵為一個中國，各自表述，是和平處理兩岸關係的基礎。九二共識已 由習近平定調為一個中國，並沒有包括各自表述。,"Do you agree that the government should use the ""1992 Consensus"" as a prerequisite for talks and relations with the other side of the Taiwan Strait? The ""1992 Consensus"" refers to the unwritten agreement that was gradually formed through oral consultations after the cross-strait talks in Hong Kong in 1992. The connotation of the 1992 Consensus is one China, and each expression is the basis for the peaceful handling of cross-strait relations. The 1992 Consensus has been set by Xi Jinping as one China, and does not include their respective expressions.",加速興建國道 2 甲大園支線利益早日完成，有效解決國 2 往機場方向塞車情況，車輛分流，提升國 2 效能，航空城建 設，很大助益. 徵地延宕 108 完全取得土地〔記者謝武雄／桃園報導〕國道二號大園交流道延伸台六十一線的國二甲 線工程，當初一半，成名副其實斷頭橋，交通部高公局決定先延伸線到台十五線，長．資料，記者謝武雄攝市議員游吾 昨天質詢表示，國二甲線當初地方人士抗爭停擺，形成如今斷頭橋怪象，嚴重影響地方交通，要求市府解決。,"The construction of the National Highway 2 A extension of the Taiyuan interest completed as soon as possible to effectively solve the traffic congestion in the direction of the airport, traffic diversion, improve the efficiency of National Highway 2, the construction of the aviation city, a great benefit. The first half of the National Highway 2 A project to extend the Taoyuan interchange to the 61st line of the National Highway 2, which became a veritable cut-off bridge, was decided to be extended to the 15th line of the Ministry of Transportation. The company's main business is to provide a wide range of products and services to the public.",0.515631616,20
您是否贊成政府以「九二共識」作為與對岸會談以及交往的前提？「九二共識」指 1992 年海峽兩岸在香港會談後，經 由口頭協商逐漸形成的不成文協議。九二共識的內涵為一個中國，各自表述，是和平處理兩岸關係的基礎。九二共識已 由習近平定調為一個中國，並沒有包括各自表述。,"Do you agree that the government should use the ""1992 Consensus"" as a prerequisite for talks and relations with the other side of the Taiwan Strait? The ""1992 Consensus"" refers to the unwritten agreement that was gradually formed through oral consultations after the cross-strait talks in Hong Kong in 1992. The connotation of the 1992 Consensus is one China, and each expression is the basis for the peaceful handling of cross-strait relations. The 1992 Consensus has been set by Xi Jinping as one China, and does not include their respective expressions.",香港澳門身分證，是否中華人民共和國國籍，取消華民國國籍戶籍中華人民共和國為中華民國不承認之國家，還是屬敵 國，其三一張身分證，是否中華人民共和國國籍，自動放棄中華民國國籍戶籍。這不僅符合現有體制，國安是保障。晚 安，中華民國公共政策網路參與平臺。港澳地區已經中華人民共和國的領地，很多制度大陸地區不同，畢竟是同一國。 中華民國法令，中華人民共和國身分證，中華人民共和國國籍，自動放棄中華民國國籍戶籍。香港澳門關係條例沒立 法，港澳地區當中華人民共和國的一份子?總結，港澳地區身分證，是否中華人民共和國國籍，自動放棄中華民國國籍 戶籍。，符合現有體制，不能對大陸地區港澳地區標準差太多,"The People's Republic of China is a country that is not recognized by the Republic of China, or is an enemy state, and its three identity cards, whether or not the People's Republic of China is a nationality of the People's Republic of China, automatically give up the nationality of the Republic of China. This is not only in line with the existing system, but also to protect national security. Good night, ROC public policy network participation platform. Hong Kong and Macau are already territories of the People's Republic of China, and many systems are different in mainland China. The R.O.C. decree, the R.O.C. ID card, the R.O.C. nationality, and the automatic renunciation of the R.O.C. nationality household registration. The people's Republic of China is a part of the Hong Kong and Macau region, which is not legislated by the Hong Kong and Macau Relations Ordinance. In conclusion, the identity card of Hong Kong and Macao, whether the People's Republic of China nationality, automatically give up the ROC nationality household registration. It conforms to the existing system, and can't make too many standard deviations from Hong Kong and Macau in mainland China.",0.494810581,32
您是否贊成兩岸領導人會談制度化？2015 年馬英九總統與習近平國家主席在新加坡舉行兩岸分治後的第一次最高領導 人會談，雙方曾表示希望這次會面成為兩岸定期會談的開端。兩岸領導人會談制度化，有助於兩岸和平共處、建立政治 互信。實務上，兩岸往來也有許多事務問題必須依靠會談談判與協商。對岸堅持兩岸領導人會談必須基於一個中國的前 提，若接受此一前提進行會談，將有損台灣的主權。,"In 2015, President Ma Ying-jeou and President Xi Jinping held their first top leadership meeting in Singapore since the separation of the two sides of the Taiwan Strait, and both sides expressed their hope that the meeting would be the start of regular cross-strait talks. The institutionalization of the talks between leaders of the two sides of the strait will help the two sides to coexist peacefully and build political mutual trust. In practice, there are also many affairs issues in cross-strait exchanges that must rely on talks, negotiation and consultation. The other side insists that the talks between the leaders of the two sides must be based on the premise of one China. If they accept this premise and conduct talks, it will damage Taiwan's sovereignty.",提議陸配申請身份證時間 6 改 4 改變，陸配國民歸宿感！兩岸關係條例，大陸台灣均大陸地區台灣地區，雖大陸地區 法統中華民國，但大陸子民台灣子民系一母同胞，提議陸配申請身份時間外配一致,"The time for land mates to apply for identity cards has been changed from 6 to 4, and land mates have a sense of national belonging! Although the Republic of China (ROC) is the legal entity in mainland China, the children of mainland China and the children of Taiwan are one and the same, so it is proposed that the application time for land mates be the same as that for foreign mates",0.558324814,21
您是否贊成兩岸領導人會談制度化？2015 年馬英九總統與習近平國家主席在新加坡舉行兩岸分治後的第一次最高領導 人會談，雙方曾表示希望這次會面成為兩岸定期會談的開端。兩岸領導人會談制度化，有助於兩岸和平共處、建立政治 互信。實務上，兩岸往來也有許多事務問題必須依靠會談談判與協商。對岸堅持兩岸領導人會談必須基於一個中國的前 提，若接受此一前提進行會談，將有損台灣的主權。,"In 2015, President Ma Ying-jeou and President Xi Jinping held their first top leadership meeting in Singapore since the separation of the two sides of the Taiwan Strait, and both sides expressed their hope that the meeting would be the start of regular cross-strait talks. The institutionalization of the talks between leaders of the two sides of the strait will help the two sides to coexist peacefully and build political mutual trust. In practice, there are also many affairs issues in cross-strait exchanges that must rely on talks, negotiation and consultation. The other side insists that the talks between the leaders of the two sides must be based on the premise of one China. If they accept this premise and conduct talks, it will damage Taiwan's sovereignty.",恢復 2 徵兵制提高國民國防意識提升國防實力增進愛國之心增加國力有效提升國家戰力防護力！中國近日文攻武臺 灣，習近平絕對不放棄武力犯台，短短四個軍事訓練役輕人真的辦法戰場？中華民國目前兵役問題嚴重，募兵制推行多 年仍無法達目標，留任屬少數，整體國防兵源明顯嚴重不足。現行 4 兵役根本無法有效學習，國防一再強調全民國防 根本無法達，愛國之心蕩然無存，軍事法庭廢除改由法院審理，軍令如山打破，中華民國軍嚴何在？沒有國有家，應該 恢復 2 年制兵役，中華健兒軍中磨砥心智、增健體魄，全民國防意識提高、中華健兒人人戰場何須擔心外國施加壓 力？恢復 2 兵役，最少應該將 4 軍事訓練役延長一年。,"The restoration of the 2 conscription system to raise national defense awareness to enhance national defense strength to increase patriotism to increase national strength to effectively enhance the country's combat protection power! The R.O.C. has been in the midst of a major political crisis in the United States, and it has been a major problem in the United States. The Republic of China currently has a serious military service problem, the recruitment system has been implemented for many years but still can not achieve the goal, retention is a minority, the overall defense of the military is obviously a serious shortage. The current 4 military service simply cannot be effectively learned, the national defense has repeatedly stressed that the national defense of all people simply can not be achieved, patriotism is gone, the court martial abolished and replaced by the court trial, military orders are broken, the ROC military dignity where? The two-year military service should be reinstated, so that the Chinese children can be trained in the military to strengthen their minds and bodies, and to raise the awareness of national defense. If the two-year military service is reinstated, at least the four-year military training service should be extended for one year",0.521988869,417
您是否贊成兩岸領導人會談制度化？2015 年馬英九總統與習近平國家主席在新加坡舉行兩岸分治後的第一次最高領導 人會談，雙方曾表示希望這次會面成為兩岸定期會談的開端。兩岸領導人會談制度化，有助於兩岸和平共處、建立政治 互信。實務上，兩岸往來也有許多事務問題必須依靠會談談判與協商。對岸堅持兩岸領導人會談必須基於一個中國的前 提，若接受此一前提進行會談，將有損台灣的主權。,"In 2015, President Ma Ying-jeou and President Xi Jinping held their first top leadership meeting in Singapore since the separation of the two sides of the Taiwan Strait, and both sides expressed their hope that the meeting would be the start of regular cross-strait talks. The institutionalization of the talks between leaders of the two sides of the strait will help the two sides to coexist peacefully and build political mutual trust. In practice, there are also many affairs issues in cross-strait exchanges that must rely on talks, negotiation and consultation. The other side insists that the talks between the leaders of the two sides must be based on the premise of one China. If they accept this premise and conduct talks, it will damage Taiwan's sovereignty.",桃園市八德人口直線上升，目前湳、大溪交流道交通量持續成長敷使用，亟欲增建［八德交流道］鑑請桃園市政府積極 擬定可行性評估此計畫多年、多屆立委議員籌畫並列入競選政見服務地方發展提出之建議。 此計畫利用八德擴大都市 計畫區５０米豐德路往西增設寬度３０米、長度４００米聯絡道路，連接至國道３號新增交流道。 桃園市八德區遷入 人口直線上升，目前湳、南桃園大溪交流道交通量持續成長敷使用，亟欲增建［八德交流道］解決八德、大溪、龍潭＆ 中壢移入人口社會住宅人口負荷，提升觀光,"In view of the rising population of Bade in Taoyuan City, the traffic volume on the Nada and Daxi interchanges continues to grow and is insufficient for use, so it is urgent to build an additional [Bade Interchange]. This project will use the 50-meter Fengde Road in the Bade expansion area to add a 30- meter wide and 400-meter long connecting road to the new interchange to National Highway No. 3. The population moving into the Bade area of Taoyuan City has been increasing, and the traffic volume of the Nada and South Taoyuan Daxi interchanges has been growing, so it is urgent to build the Bade interchange to solve the burden of the social and residential population of Bade, Daxi, Longtan and Zhongli, and to enhance tourism.",0.521942377,806
您是否贊成兩岸領導人會談制度化？2015 年馬英九總統與習近平國家主席在新加坡舉行兩岸分治後的第一次最高領導 人會談，雙方曾表示希望這次會面成為兩岸定期會談的開端。兩岸領導人會談制度化，有助於兩岸和平共處、建立政治 互信。實務上，兩岸往來也有許多事務問題必須依靠會談談判與協商。對岸堅持兩岸領導人會談必須基於一個中國的前 提，若接受此一前提進行會談，將有損台灣的主權。,"In 2015, President Ma Ying-jeou and President Xi Jinping held their first top leadership meeting in Singapore since the separation of the two sides of the Taiwan Strait, and both sides expressed their hope that the meeting would be the start of regular cross-strait talks. The institutionalization of the talks between leaders of the two sides of the strait will help the two sides to coexist peacefully and build political mutual trust. In practice, there are also many affairs issues in cross-strait exchanges that must rely on talks, negotiation and consultation. The other side insists that the talks between the leaders of the two sides must be based on the premise of one China. If they accept this premise and conduct talks, it will damage Taiwan's sovereignty.",調整行政有效整合區域資源參考目前世界級大都市擁有資源堪整個台灣相較之下台北新北桃園台中高雄顯得競爭力不足 遑論腹地狹小縣市為政溪河兩岸相望數十年始終不了避免苗栗縣瀕臨破產問題再度發生必要整併擴大行政代議士容易全 盤收買發揮些許監督效果調整行政區範圍有效整合區域資源重劃行政 1.台北市台北市基隆市新北市東北淡水深坑石碇 坪林沿線以東 2.桃園市新北市西南桃園市 3.竹苗市新竹縣新竹市苗栗縣 4.台中市台中市彰化縣南投縣 5.台南市雲林縣 嘉義縣嘉義市台南市 6.高屏市高雄市屏東縣 7.台東市宜蘭縣花蓮縣台東縣 8.離島行政澎湖縣金門縣連江縣東沙島南沙 群島合併行政區升級市直轄市議員將會取代鄉鎮代表縣市議員各區長應考選派,Adjust the administrative effective integration of regional resources with reference to the current worldclass metropolis has the resources of the entire Taiwan compared to Taipei New Taipei Taoyuan Taichung Kaohsiung apparently less competitive not to mention the hinterland narrow county and city for the political Creek on both sides of the river for decades can not avoid Miaoli County on the verge of bankruptcy problem again necessary to merge and expand the administrative representative Shi easy to buy the whole play some supervision effect adjust the scope of the administrative area effective integration of regional resources Redistricting Administration 1. Taipei City Taipei City Keelung City New Taipei City Northeast Danshui Shenkeng Shihjing Pinglin along the east of 2. Taoyuan City New Taipei City Southwest Taoyuan City 3. East Sand Island Nansha Islands merged administrative district upgrade city councilors will replace township representatives county councilors district chiefs should be elected,0.521400869,9
您是否贊成兩岸領導人會談制度化？2015 年馬英九總統與習近平國家主席在新加坡舉行兩岸分治後的第一次最高領導 人會談，雙方曾表示希望這次會面成為兩岸定期會談的開端。兩岸領導人會談制度化，有助於兩岸和平共處、建立政治 互信。實務上，兩岸往來也有許多事務問題必須依靠會談談判與協商。對岸堅持兩岸領導人會談必須基於一個中國的前 提，若接受此一前提進行會談，將有損台灣的主權。,"In 2015, President Ma Ying-jeou and President Xi Jinping held their first top leadership meeting in Singapore since the separation of the two sides of the Taiwan Strait, and both sides expressed their hope that the meeting would be the start of regular cross-strait talks. The institutionalization of the talks between leaders of the two sides of the strait will help the two sides to coexist peacefully and build political mutual trust. In practice, there are also many affairs issues in cross-strait exchanges that must rely on talks, negotiation and consultation. The other side insists that the talks between the leaders of the two sides must be based on the premise of one China. If they accept this premise and conduct talks, it will damage Taiwan's sovereignty.",有效避免兩岸老國際遣送詐騙相關犯罪者角力衝突，還可避免台灣當局好不容易搶到，單位旋即輕易縱放情形，三來還 可同大幅打擊兩岸詐騙犯罪行為保障兩岸人民權益暨促進兩岸合作關係，一舉。， 既為合作模式，完全將台涉外詐騙 犯罪行為交由對岸審理處刑，大陸當局有失公允，台灣方面應提供必要之協力，如相關詐騙嫌疑人如經審理及判處死刑 確定，其子彈一顆６塊錢費用，應由台灣方面支付。,"The company's main business is to provide a wide range of products and services to the public. In addition, as a mode of cooperation, it would be unfair for the mainland authorities to hand over Taiwan's foreign-related fraud crimes to the other side for trial and punishment, and Taiwan should provide the necessary assistance.",0.509378612,21
您是否贊成兩岸政府簽署政治方面協議，需經國會同意與人民公投的三審議？根據「臺灣地區與大陸地區人民關係條 例」新增條文，明定凡涉及重大影響的政治協商，行政院需經第一關立法院審議通過後，才能開始協商。而締結之協議 也須再經第二關立法院通過，及第三關公投，最後才能由總統公布生效。涉及兩岸政治協商的議題，茲事體大、社會意 見分歧，故經國會同意再公投通過後協商，是嚴謹審議的必要。新增訂的條文嚴謹程度比修憲門檻還高，台灣目前並沒 有這麼嚴格的法條限制政府的涉外事務。,"Do you agree that the signing of political agreements between the governments of the two sides of the Taiwan Strait should be subject to the scrutiny of the National Assembly and a referendum by the people? According to the new provisions of the ""Taiwan-China Relations Act,"" the Executive Yuan must go through the first level of the Legislative Yuan before any political agreement with significant implications can begin. The agreement must be approved by the Legislative Yuan at the second level and the referendum at the third level before it can be announced by the President. Issues involving cross-strait political consultations are of great importance and social opinions are divided. Therefore, it is necessary to conduct rigorous deliberation after consultation after the referendum has been approved by the Congress. The rigor of the newly revised provisions is higher than the threshold for constitutional revision. Currently, Taiwan does not have such strict laws restricting the government's foreign affairs",桃園市八德人口直線上升，目前湳、大溪交流道交通量持續成長敷使用，亟欲增建［八德交流道］鑑請桃園市政府積極 擬定可行性評估此計畫多年、多屆立委議員籌畫並列入競選政見服務地方發展提出之建議。 此計畫利用八德擴大都市 計畫區５０米豐德路往西增設寬度３０米、長度４００米聯絡道路，連接至國道３號新增交流道。 桃園市八德區遷入 人口直線上升，目前湳、南桃園大溪交流道交通量持續成長敷使用，亟欲增建［八德交流道］解決八德、大溪、龍潭＆ 中壢移入人口社會住宅人口負荷，提升觀光,"In view of the rising population of Bade in Taoyuan City, the traffic volume on the Nada and Daxi interchanges continues to grow and is insufficient for use, so it is urgent to build an additional [Bade Interchange]. This project will use the 50-meter Fengde Road in the Bade expansion area to add a 30- meter wide and 400-meter long connecting road to the new interchange to National Highway No. 3. The population moving into the Bade area of Taoyuan City has been increasing, and the traffic volume of the Nada and South Taoyuan Daxi interchanges has been growing, so it is urgent to build the Bade interchange to solve the burden of the social and residential population of Bade, Daxi, Longtan and Zhongli, and to enhance tourism",0.560012937,806
